Two men decided to stop and enjoy the view on an elevated walkway.,Two men undecided to stop and enjoy the view on an elevated walkway.
A dog jumping high to clear the bars.,A dog jumping high to unclear the bars.
The dancers are professional and known by the public.,The dancers are professional and unknown by the public.
The girl is trying to known down pins.,The girl is trying to unknown down pins.
Two girls carefully squirt clear liquid into a chemistry measuring glass.,Two girls carefully squirt unclear liquid into a chemistry measuring glass.
An Asian man in traditional clothing sounds a large horn in a pleasant mountain landscape.,An Asian man in traditional clothing sounds a large horn in a unpleasant mountain landscape.
A artist was inspired by the outdoor street scene and decided to paint it for his next project.,A artist was inspired by the outdoor street scene and undecided to paint it for his next project.
A boy is cheerfully playing on a swing set on a clear day.,A boy is cheerfully playing on a swing set on a unclear day.
people play competitive game,people play uncompetitive game
The man isn't aware of anyone else.,The man isn't unaware of anyone else.
A dog with a water pack is walking through clear green water.,A dog with a water pack is walking through unclear green water.
A woman with a black purse sitting in front of crystal clear water.,A woman with a black purse sitting in front of crystal unclear water.
A girl with her mother holding hands walking into a public building walks past a woman most likely begging for money or homeless next to the door.,A girl with her mother holding hands walking into a public building walks past a woman most unlikely begging for money or homeless next to the door.
A limo making it's way down a clear city street in a run down neighborhood.,A limo making it's way down a unclear city street in a run down neighborhood.
The helmet has a clear visor.,The helmet has a unclear visor.
"A vendor, selling such kid-friendly items as popular cartoon balloons, water guns and clear umbrellas, wheels his stand around in the streets where he is selling.","A vendor, selling such kid-friendly items as popular cartoon balloons, water guns and unclear umbrellas, wheels his stand around in the streets where he is selling."
The man only runs certain marathons.,The man only runs uncertain marathons.
A man in a greenish blue shirt is holding a clear bag and walking out of some sort of water hole on what looks like a farm.,A man in a greenish blue shirt is holding a unclear bag and walking out of some sort of water hole on what looks like a farm.
The man walks out of the store holding a clear bag.,The man walks out of the store holding a unclear bag.
The man will likely buy some of the herring product later this evening.,The man will unlikely buy some of the herring product later this evening.
The girl is trying to eat as many hamburgers as possible in ten minutes.,The girl is trying to eat as many hamburgers as impossible in ten minutes.
A young girl wearing glasses and an orange t-shirt blows a large clear bubble.,A young girl wearing glasses and an orange t-shirt blows a large unclear bubble.
An individual is poling a boat in a lake on a sunny day clear enough to see the mountains in the distance.,An individual is poling a boat in a lake on a sunny day unclear enough to see the mountains in the distance.
A woman in a restaurant pouring wine into a clear glass.,A woman in a restaurant pouring wine into a unclear glass.
"Two people are swimming in a large body of clear blue water, and there is a large red item behind them in the water.","Two people are swimming in a large body of unclear blue water, and there is a large red item behind them in the water."
A couple of people are swimming in clear water.,A couple of people are swimming in unclear water.
"A man with a dog and a woman carrying something blue in a clear plastic bag, standing on a city street.","A man with a dog and a woman carrying something blue in a unclear plastic bag, standing on a city street."
A woman is carrying a clear plastic bag.,A woman is carrying a unclear plastic bag.
"Lisa gave Bob flowers, but Bob was not certain if this was a joke or true.","Lisa gave Bob flowers, but Bob was not uncertain if this was a joke or true."
The man is trying to clear a driveway.,The man is trying to unclear a driveway.
Kids preparing to leave on a scuba diving adventure in clear bluish green water.,Kids preparing to leave on a scuba diving adventure in unclear bluish green water.
A woman in a white shirt sitting at a table in front of a clear booth.,A woman in a white shirt sitting at a table in front of a unclear booth.
A woman sitting in front of a clear booth.,A woman sitting in front of a unclear booth.
A few people are standing outside in formal clothes having a pleasant conversation.,A few people are standing outside in formal clothes having a unpleasant conversation.
Two guys and 2 girls out running possibly in a marathon in a park.,Two guys and 2 girls out running impossibly in a marathon in a park.
The woman is a competitive athlete.,The woman is a uncompetitive athlete.
A father decided to take his child outside for some fresh air.,A father undecided to take his child outside for some fresh air.
"Two people taking advantage of a clear windy day in an open plain, one by flying a kite, the second by paragliding.","Two people taking advantage of a unclear windy day in an open plain, one by flying a kite, the second by paragliding."
A horse and rider clear an obstacle with ease.,A horse and rider unclear an obstacle with ease.
Two men wearing jackets are standing next to a table with four clear bottles on it.,Two men wearing jackets are standing next to a table with four unclear bottles on it.
A woman is waiting at a convenient stand for the cashier to giver her change.,A woman is waiting at a inconvenient stand for the cashier to giver her change.
One man ridge a bike off a dirt road mountain on a clear day.,One man ridge a bike off a dirt road mountain on a unclear day.
The men are possibly homeless.,The men are impossibly homeless.
Amidst a busy dock comes a red and white ship with a landscape of mountains and possibly middle-eastern territory.,Amidst a busy dock comes a red and white ship with a landscape of mountains and impossibly middle-eastern territory.
"A man dressed in a bright pastel snowsuit, stands out against the clear blue ski and bright white snow as he snowboards down a slope.","A man dressed in a bright pastel snowsuit, stands out against the unclear blue ski and bright white snow as he snowboards down a slope."
A group of people decided to go watch a movie.,A group of people undecided to go watch a movie.
He is a professional competitive fisherman.,He is a professional uncompetitive fisherman.
The woman was very comfortable,The woman was very uncomfortable
A science team is watching which bread a person is likely to choose.,A science team is watching which bread a person is unlikely to choose.
A man watches his gardener spread gravel from his comfortable seat in the shade.,A man watches his gardener spread gravel from his uncomfortable seat in the shade.
The lady is outside on a clear day.,The lady is outside on a unclear day.
A man with a broom on a clear road.,A man with a broom on a unclear road.
The light post was a convenient place to rest,The light post was a inconvenient place to rest
A man with a hat is in a sweater of a certain color.,A man with a hat is in a sweater of a uncertain color.
People in a crowd that seem to be listening to someone speak and possibly worshiping.,People in a crowd that seem to be listening to someone speak and impossibly worshiping.
The glass-blower was not happy with her creation and decided to start over.,The glass-blower was not happy with her creation and undecided to start over.
A woman preparing her kayak for pleasant row across a beautiful day on the lake.,A woman preparing her kayak for unpleasant row across a beautiful day on the lake.
Six people in clear view preparing or planting the soil underneath three lines.,Six people in unclear view preparing or planting the soil underneath three lines.
Six people in clear view are working outdoors.,Six people in unclear view are working outdoors.
Six people in clear view are preparing the soil for the city beautification project.,Six people in unclear view are preparing the soil for the city beautification project.
Six people in clear view are riding tricycles.,Six people in unclear view are riding tricycles.
Six people are outside in the dirt possibly gardening near some hay and grass.,Six people are outside in the dirt impossibly gardening near some hay and grass.
The group of friends have known each other for a long time.,The group of friends have unknown each other for a long time.
A woman in a short red dress and black boots has decided to destroy her electrified cello with a sledgehammer.,A woman in a short red dress and black boots has undecided to destroy her electrified cello with a sledgehammer.
Man lays prostrate on the ground on his back possibly in exhaustion.,Man lays prostrate on the ground on his back impossibly in exhaustion.
Brown dog with brown collar looking to left with a clear blue sky in background.,Brown dog with brown collar looking to left with a unclear blue sky in background.
The men waited for their boss to clear the pool of dangers.,The men waited for their boss to unclear the pool of dangers.
"A group of people relaxing at the base of some rocks next to a clear body of water, where one person is swimming.","A group of people relaxing at the base of some rocks next to a unclear body of water, where one person is swimming."
The woman is playing a competitive match.,The woman is playing a uncompetitive match.
The guy decided to try cliff-diving while he was on vacation in Jamaica.,The guy undecided to try cliff-diving while he was on vacation in Jamaica.
A woman is enjoying a day out with her child and decided to stroll through the park before heading home.,A woman is enjoying a day out with her child and undecided to stroll through the park before heading home.
The parking lot is clear of snow,The parking lot is unclear of snow
"A man pours a clear solution into a small, clear, tank.","A man pours a unclear solution into a small, clear, tank."
A man in a laboratory pours a clear liquid into a machine.,A man in a laboratory pours a unclear liquid into a machine.
Two women are wearing comfortable dresses.,Two women are wearing uncomfortable dresses.
The people decided to stay home today.,The people undecided to stay home today.
The man is having a pleasant talk with his friends.,The man is having a unpleasant talk with his friends.
Meteors the size of New Hampshire collide with Earth in their excitement to witness the game known as Soccer.,Meteors the size of New Hampshire collide with Earth in their excitement to witness the game unknown as Soccer.
"A man pushes a miniature train engine which a little boy, possibly his son, is riding down a track at a park of some sort.","A man pushes a miniature train engine which a little boy, impossibly his son, is riding down a track at a park of some sort."
A person is swimming in crystal clear ocean water while his or her boat is anchored in the background.,A person is swimming in crystal unclear ocean water while his or her boat is anchored in the background.
A possible rainstorm threatens the fun at an amusement park.,A impossible rainstorm threatens the fun at an amusement park.
High school basketball is likely to ban the lay-up play.,High school basketball is unlikely to ban the lay-up play.
The floor is clear for carpet laying.,The floor is unclear for carpet laying.
It was Halloween and she decided on angelic costume.,It was Halloween and she undecided on angelic costume.
Some men are sailing on a clear lake.,Some men are sailing on a unclear lake.
A man dives into a clear blue lake.,A man dives into a unclear blue lake.
A person is diving into clear blue water.,A person is diving into unclear blue water.
"Lovely city scene showing a clear blue sky, three old buildings and a narrow street with rail tracks.","Lovely city scene showing a unclear blue sky, three old buildings and a narrow street with rail tracks."
The person is placing a large object in the clear box.,The person is placing a large object in the unclear box.
Two men are on what looks to be a boat fishing in Japan or possibly China.,Two men are on what looks to be a boat fishing in Japan or impossibly China.
A man and a woman are both holding onto certain items.,A man and a woman are both holding onto uncertain items.
The man has to clear the sidewalk and driveway,The man has to unclear the sidewalk and driveway
Man giving a speech possibly at a seminar.,Man giving a speech impossibly at a seminar.
The crowd is not aware of the cameraman taking the photo.,The crowd is not unaware of the cameraman taking the photo.
The man is performing a very simple and clear task.,The man is performing a very simple and unclear task.
A man holding up a red sign that offers the honest trade of a good poem for a Giant's ticket.,A man holding up a red sign that offers the dishonest trade of a good poem for a Giant's ticket.
"This appears to be a work place or research location, possibly a farm, but a very damp one that has some funky looking green mold creeping up the walls.","This appears to be a work place or research location, impossibly a farm, but a very damp one that has some funky looking green mold creeping up the walls."
A man rides a red tray to slide down the snow on a clear snowy day.,A man rides a red tray to slide down the snow on a unclear snowy day.
The third person decided to play a new tune.,The third person undecided to play a new tune.
The grown lady was trying to get comfortable,The grown lady was trying to get uncomfortable
A professional wheelchair race with a clear leader in lane 6.,A professional wheelchair race with a unclear leader in lane 6.
Three friends decided to have a joint marriage.,Three friends undecided to have a joint marriage.
A man is looking through his telescope on a clear night.,A man is looking through his telescope on a unclear night.
Two monks are walking together possibly contemplating life.,Two monks are walking together impossibly contemplating life.
"People, possibly fishermen, with their boats in shadow on shore at an orangesunset","People, impossibly fishermen, with their boats in shadow on shore at an orangesunset"
A man wears a clear plastic cap and face mask.,A man wears a unclear plastic cap and face mask.
"A busy intersection is outside a corner pub known as ""The Temple Bar.""","A busy intersection is outside a corner pub unknown as ""The Temple Bar."""
A man with black hair and a jacket walking by a brick wall with a gray keep clear door in the middle.,A man with black hair and a jacket walking by a brick wall with a gray keep unclear door in the middle.
A man with black hair and a purple jacket walking by a brick wall with a gray keep clear door in the middle.,A man with black hair and a purple jacket walking by a brick wall with a gray keep unclear door in the middle.
Five men playing a competitive game of basketball with the man in the black tank top and black shorts in possession of the ball.,Five men playing a uncompetitive game of basketball with the man in the black tank top and black shorts in possession of the ball.
Five men were playing a competitive game of basket ball with a man in a black tank top and black shorts who had the ball,Five men were playing a uncompetitive game of basket ball with a man in a black tank top and black shorts who had the ball
The star athlete in all black gets ready to pass the basketball during a competitive game.,The star athlete in all black gets ready to pass the basketball during a uncompetitive game.
The 6 guys played a competitive game of basket ball where the teams were set as Three versus Three,The 6 guys played a uncompetitive game of basket ball where the teams were set as Three versus Three
A man is sitting at a keyboard possibly adjusting some sort of sound equipment while wearing headphones as the word FAT is displayed in white letters on a pink background above and behind him.,A man is sitting at a keyboard impossibly adjusting some sort of sound equipment while wearing headphones as the word FAT is displayed in white letters on a pink background above and behind him.
A woman making clawing gestures with her hand is demonstrating the look of certain guitar chords.,A woman making clawing gestures with her hand is demonstrating the look of uncertain guitar chords.
"A lone man in a brightly colored, open area sits a keyboard with an amp, a child's doll and several clear plastic containers in front of him.","A lone man in a brightly colored, open area sits a keyboard with an amp, a child's doll and several unclear plastic containers in front of him."
A masked fugitive holds the documents that will clear his name.,A masked fugitive holds the documents that will unclear his name.
"Five women are sitting in a greenhouse with desert succulent plants, possibly reading or discussing something together.","Five women are sitting in a greenhouse with desert succulent plants, impossibly reading or discussing something together."
A man in blue carries home a rabbit likely caught while hunting.,A man in blue carries home a rabbit unlikely caught while hunting.
A person in dark outerwear is aware of their surroundings and anticipating the arrival of transportation.,A person in dark outerwear is unaware of their surroundings and anticipating the arrival of transportation.
Two men ride a boat during a less than pleasant day.,Two men ride a boat during a less than unpleasant day.
A boy on his skateboard grinds down a roadside barrier in a pleasant suburban community.,A boy on his skateboard grinds down a roadside barrier in a unpleasant suburban community.
The man is a well known flute player.,The man is a well unknown flute player.
Men in yellow jumpsuits working as hard as the possibly can to finish a new project.,Men in yellow jumpsuits working as hard as the impossibly can to finish a new project.
A woman smiles while holding a clear gun.,A woman smiles while holding a unclear gun.
"A man decided to bow his head in front of six green and four red glasses, as well as two tea cups","A man undecided to bow his head in front of six green and four red glasses, as well as two tea cups"
A man in a white sleeveless shirt dunks a basketball on a clear crisp day.,A man in a white sleeveless shirt dunks a basketball on a unclear crisp day.
A contractor is helping to clear a job site by removing debris so a new building can go up.,A contractor is helping to unclear a job site by removing debris so a new building can go up.
A woman is having a pleasant conversation with a friend.,A woman is having a unpleasant conversation with a friend.
A group of hikers decided to ride by themselves on different days of the week.,A group of hikers undecided to ride by themselves on different days of the week.
"A man is standing beside a projection screen, and he is directing the attention of a certain area of the screen to other people sitting at tables to listen and watch.","A man is standing beside a projection screen, and he is directing the attention of a uncertain area of the screen to other people sitting at tables to listen and watch."
The workers are waiting on the steam to clear before working.,The workers are waiting on the steam to unclear before working.
The road was clear of any vehicles.,The road was unclear of any vehicles.
"The NASCAR Driver is stopping to replace tiers, and possible adding more fuel.","The NASCAR Driver is stopping to replace tiers, and impossible adding more fuel."
A man in an orange hat is holding a large clear ball while people watch.,A man in an orange hat is holding a large unclear ball while people watch.
The man was hired by the city to help keep the route clear for this years 4th of July parade.,The man was hired by the city to help keep the route unclear for this years 4th of July parade.
A person is not aware they are near a clay bench.,A person is not unaware they are near a clay bench.
The women are having a pleasant conversation.,The women are having a unpleasant conversation.
The men decided it would be a nice day to take the boat out for a ride and pose together because they do n't see each other often.,The men undecided it would be a nice day to take the boat out for a ride and pose together because they do n't see each other often.
the men decided to go out,the men undecided to go out
A lot of people stand near a sign in a certain area.,A lot of people stand near a sign in a uncertain area.
A man is riding a bicycle down a road while being closely followed by a German shepherd and possibly a black Labrador as two younger men walk along the curb toward them.,A man is riding a bicycle down a road while being closely followed by a German shepherd and impossibly a black Labrador as two younger men walk along the curb toward them.
Two men decided to dress up in tuxedos to see if anyone at the beach would notice.,Two men undecided to dress up in tuxedos to see if anyone at the beach would notice.
The musician decided to stay home tonight.,The musician undecided to stay home tonight.
A young man adjusts his suit before making his 10 feet high dive into the crystal clear lake.,A young man adjusts his suit before making his 10 feet high dive into the crystal unclear lake.
"A woman, possibly a student, laughs at something that her male companion does not find funny.","A woman, impossibly a student, laughs at something that her male companion does not find funny."
"Two women on the street presenting to a crowd, possibly trying to start a riot.","Two women on the street presenting to a crowd, impossibly trying to start a riot."
"Women on the street presenting to a crowd, possibly trying to start a riot.","Women on the street presenting to a crowd, impossibly trying to start a riot."
"Two sad women on the street presenting to a crowd, possibly trying to start a riot.","Two sad women on the street presenting to a crowd, impossibly trying to start a riot."
"Two men on the street presenting to a crowd, possibly trying to start a riot.","Two men on the street presenting to a crowd, impossibly trying to start a riot."
Two guys decided to go for a swim.,Two guys undecided to go for a swim.
A wakeboarder catches air on a clear day at the lake.,A wakeboarder catches air on a unclear day at the lake.
Two football teams engaged in competitive action against each other.,Two football teams engaged in uncompetitive action against each other.
"A lady in a red coat, holding a bluish hand bag likely of asian descent, jumping off the ground for a snapshot.","A lady in a red coat, holding a bluish hand bag unlikely of asian descent, jumping off the ground for a snapshot."
The ocean is clear and calm.,The ocean is unclear and calm.
The catcher decided to let the runner score a run.,The catcher undecided to let the runner score a run.
The female offices are looking for possible crime.,The female offices are looking for impossible crime.
The sky is clear and sunny.,The sky is unclear and sunny.
"A red hatted man is controlling a red machine to clear out the road, with blue skies and green tress behind him.","A red hatted man is controlling a red machine to unclear out the road, with blue skies and green tress behind him."
The people find the weather to be comfortable on the beach.,The people find the weather to be uncomfortable on the beach.
This position is the most comfortable for the girl.,This position is the most uncomfortable for the girl.
A man is doing an impressive skateboard trick.,A man is doing an unimpressive skateboard trick.
the men clear the road for 25 an hour,the men unclear the road for 25 an hour
the men clear off the road,the men unclear off the road
A friend decided to skateboard in front of his friends,A friend undecided to skateboard in front of his friends
A friend decided to skateboard in front of his friends to show off,A friend undecided to skateboard in front of his friends to show off
"Two men, likely a father and sun, assemble a stainless steel grill together.","Two men, unlikely a father and sun, assemble a stainless steel grill together."
"A group of men wearing number tags are running outside in the city, possibly competing in some sort of race or marathon.","A group of men wearing number tags are running outside in the city, impossibly competing in some sort of race or marathon."
"Three people are sailing on the open, clear blue ocean.","Three people are sailing on the open, unclear blue ocean."
A fisherman stands by a clear river on a bright sunny day.,A fisherman stands by a unclear river on a bright sunny day.
Fat man stops moped and leans on one foot to wait for cars to clear an intersection.,Fat man stops moped and leans on one foot to wait for cars to unclear an intersection.
A man wearing a white shirt riding on a motor scooter waiting in traffic as police clear a wreck.,A man wearing a white shirt riding on a motor scooter waiting in traffic as police unclear a wreck.
"An older bearded gentleman in glasses is reading a book in front of an open laptop, possibly in a classroom.","An older bearded gentleman in glasses is reading a book in front of an open laptop, impossibly in a classroom."
"A younger bearded man wearing contacts is reading a comic in front of a closed laptop, possibly in a store.","A younger bearded man wearing contacts is reading a comic in front of a closed laptop, impossibly in a store."
"A bearded gentleman in glasses is reading ""Harry Potter"" in front of his laptop, possibly in a classroom for first graders.","A bearded gentleman in glasses is reading ""Harry Potter"" in front of his laptop, impossibly in a classroom for first graders."
a motocross rider wearing a red suit jumping off a ramp on a clear sunny day,a motocross rider wearing a red suit jumping off a ramp on a unclear sunny day
Three men participating in a competitive field hockey game.,Three men participating in a uncompetitive field hockey game.
A black and white dog stands neck deep in clear water.,A black and white dog stands neck deep in unclear water.
Two dogs have decided to come in after a day in the water,Two dogs have undecided to come in after a day in the water
A female drinking a frothy beverage from a large clear mug.,A female drinking a frothy beverage from a large unclear mug.
The girls are playing a competitive sport.,The girls are playing a uncompetitive sport.
Heated political discussion during a public gathering; possibly a calm altercation with adult conversation.,Heated political discussion during a public gathering; impossibly a calm altercation with adult conversation.
"Wow! this book is good, have get comfortable to read it.","Wow! this book is good, have get uncomfortable to read it."
"Street vendors decided to stay home, as the weather was bad for selling.","Street vendors undecided to stay home, as the weather was bad for selling."
Man raising young boy into the clear blue sky.,Man raising young boy into the unclear blue sky.
A group of people are in a park on a clear day.,A group of people are in a park on a unclear day.
A mountaineer sits in the snow in front of a yellow tent under clear blue sky.,A mountaineer sits in the snow in front of a yellow tent under unclear blue sky.
The man is aware of the pigeon,The man is unaware of the pigeon
One man watches a less fortunate man.,One man watches a less unfortunate man.
A possible construction worker in an orange vest is using a shovel on the ditch.,A impossible construction worker in an orange vest is using a shovel on the ditch.
"Several people are standing around in a wooded area, with an recreational vehicle in clear view, two older men and two children can be seen, including a young, smiling girl.","Several people are standing around in a wooded area, with an recreational vehicle in unclear view, two older men and two children can be seen, including a young, smiling girl."
"On a pleasant Sunday, people browse a fruit market.","On a unpleasant Sunday, people browse a fruit market."
They are practicing for a competitive event.,They are practicing for a uncompetitive event.
"A dog, possibly a basset hound, stands nose-deep in pond water.","A dog, impossibly a basset hound, stands nose-deep in pond water."
"A boy dressed in red robe that only covers half of his chest is sitting on a bench in front of a painted building, possibly a church.","A boy dressed in red robe that only covers half of his chest is sitting on a bench in front of a painted building, impossibly a church."
The boy in a red robe was half covered sitting on a bench in fron of a painted building possibly a church,The boy in a red robe was half covered sitting on a bench in fron of a painted building impossibly a church
A jockey wearing a red cap and# 1 horse clear the fence in a horse race.,A jockey wearing a red cap and# 1 horse unclear the fence in a horse race.
"A person is swimming in a pool, possibly at a meet.","A person is swimming in a pool, impossibly at a meet."
Young girl in a competitive swimming outfit.,Young girl in a uncompetitive swimming outfit.
a girl is swimming in a clear water in a blue pool.,a girl is swimming in a unclear water in a blue pool.
"The game of polocrosse has finally made it to the Olympics, and the gold medal winners will be decided by this game.","The game of polocrosse has finally made it to the Olympics, and the gold medal winners will be undecided by this game."
The boy is scared and decided not to snowboard down the hill.,The boy is scared and undecided not to snowboard down the hill.
This could be a job mart or possibly a voting station.,This could be a job mart or impossibly a voting station.
A man is wearing clear glasses.,A man is wearing unclear glasses.
A young man is using substances to clear his mind of any thoughts.,A young man is using substances to unclear his mind of any thoughts.
Two older guys decided to work on their taxes on the balcony and are looking through the paperwork.,Two older guys undecided to work on their taxes on the balcony and are looking through the paperwork.
This young man is attempting the most difficult skateboarding trick known to man.,This young man is attempting the most difficult skateboarding trick unknown to man.
A black and white dog swimming in clear water.,A black and white dog swimming in unclear water.
The woman is aware of everyone wearing red.,The woman is unaware of everyone wearing red.
The sky is clear,The sky is unclear
A young girl with red-hair blows bubbles in clear water.,A young girl with red-hair blows bubbles in unclear water.
The child is a competitive horseback rider.,The child is a uncompetitive horseback rider.
A surfer rides a wave in a clear blue ocean.,A surfer rides a wave in a unclear blue ocean.
He is lost and not aware of what he's doing.,He is lost and not unaware of what he's doing.
A guy smoking a cigarette while looking over fossils and possibly bones that were found.,A guy smoking a cigarette while looking over fossils and impossibly bones that were found.
This woman has won a competitive eating contest.,This woman has won a uncompetitive eating contest.
A boy decided to see how the orange paint leftover in the can would look on himself.,A boy undecided to see how the orange paint leftover in the can would look on himself.
"A young girl looks on in to the camera, as a group of people, possibly a family, gather in a backyard.","A young girl looks on in to the camera, as a group of people, impossibly a family, gather in a backyard."
A competitive runner stops to tie his shoes.,A uncompetitive runner stops to tie his shoes.
"Three males are playing a competitive game on rollerblades, while being watched by players on the sidelines.","Three males are playing a uncompetitive game on rollerblades, while being watched by players on the sidelines."
The basketball game is very competitive,The basketball game is very uncompetitive
the family decided to stay home and grill out today,the family undecided to stay home and grill out today
The desert onlookers stared at the heart shaped cloud in the clear blue sky.,The desert onlookers stared at the heart shaped cloud in the unclear blue sky.
The Jimi Hendrix concert had a really impressive turnout.,The Jimi Hendrix concert had a really unimpressive turnout.
Someone is moving in a certain direction.,Someone is moving in a uncertain direction.
A professional photographer is taking photos of possible newly discovered herbal medicines while talking to a local inhabitant.,A professional photographer is taking photos of impossible newly discovered herbal medicines while talking to a local inhabitant.
"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.","Two men are standing outdoors on a sunny day holding pieces of a new item, impossibly a small grill, while one of the men studies the assembly instructions."
A man looks for a certain address.,A man looks for a uncertain address.
"Three men in black and yellow competitive sports clothing, carrying short field hockey sticks, with a man dressed in bulky goalie gear over his shins and hands.","Three men in black and yellow uncompetitive sports clothing, carrying short field hockey sticks, with a man dressed in bulky goalie gear over his shins and hands."
"A person is walking on the bridge over a canal, and buildings are bright under sun and clear sky.","A person is walking on the bridge over a canal, and buildings are bright under sun and unclear sky."
man walking next to building on path clear of snow,man walking next to building on path unclear of snow
A healthy and fit girl wearing a sports outfit is vaulting on a sunny and clear day.,A healthy and fit girl wearing a sports outfit is vaulting on a sunny and unclear day.
A fit and healthy African girl is vaulting on a sunny and clear day,A fit and healthy African girl is vaulting on a sunny and unclear day
A local business decided to have a group lunch in the park.,A local business undecided to have a group lunch in the park.
The brown dog is playing on the clear grassy ground.,The brown dog is playing on the unclear grassy ground.
A lady getting comfortable on a couch while reading a book. A g,A lady getting uncomfortable on a couch while reading a book. A g
"Three men are working in a bike shop, surrounded by bicycle frames, one of the men is sitting down, possibly reading something, another man is checking his phone, and the third man is smiling, looking around at the shop.","Three men are working in a bike shop, surrounded by bicycle frames, one of the men is sitting down, impossibly reading something, another man is checking his phone, and the third man is smiling, looking around at the shop."
A girl is playing with a blue boat in the clear water.,A girl is playing with a blue boat in the unclear water.
The lady is waiting for her hair to dry after she decided to received hair treatment from her favorite salon.,The lady is waiting for her hair to dry after she undecided to received hair treatment from her favorite salon.
A girl with a large pink bow in her hair puts herbs into a clear plastic bag at a market.,A girl with a large pink bow in her hair puts herbs into a unclear plastic bag at a market.
The team is possibly going to score.,The team is impossibly going to score.
Two men wearing surfing suits surf on a medium sized wave on a clear sunny day.,Two men wearing surfing suits surf on a medium sized wave on a unclear sunny day.
A group of people decided to get together at the marketplace to paint.,A group of people undecided to get together at the marketplace to paint.
The adult is aware she is being photographed.,The adult is unaware she is being photographed.
The little girl and dog decided to rest in the woods,The little girl and dog undecided to rest in the woods
"The two dogs felt unsettled at being photographed together, but decided it was time to reveal themselves.","The two dogs felt unsettled at being photographed together, but undecided it was time to reveal themselves."
The street is clear of people.,The street is unclear of people.
A pleasant young man working at a jewelry store.,A unpleasant young man working at a jewelry store.
The old man is sitting alone in the park possibly eating a snack or lunch.,The old man is sitting alone in the park impossibly eating a snack or lunch.
A man uses a lawnmower to clear his beard.,A man uses a lawnmower to unclear his beard.
Various hot air balloons are being inflated in an open field with a clear sky in the background.,Various hot air balloons are being inflated in an open field with a unclear sky in the background.
The hot air baloons were in a field under a clear sky,The hot air baloons were in a field under a unclear sky
female arriving at a scene possibly at a mall.,female arriving at a scene impossibly at a mall.
the female is wearing good shoes for a possible mall scene,the female is wearing good shoes for a impossible mall scene
the female is possible arriving at a mall,the female is impossible arriving at a mall
Two puppies are clear in the photo.,Two puppies are unclear in the photo.
"When Jack was with his mother building a snowman, their dog decided to roll in the snow and mess up their creation.","When Jack was with his mother building a snowman, their dog undecided to roll in the snow and mess up their creation."
"There is a competitive game on rollerskates, the teams seem to be chasing another player.","There is a uncompetitive game on rollerskates, the teams seem to be chasing another player."
tourists are standing a mountain viewpoint beneath a clear blue sky.,tourists are standing a mountain viewpoint beneath a unclear blue sky.
A bearded man in with a ukulele vocalizes against the background of a clear blue sky.,A bearded man in with a ukulele vocalizes against the background of a unclear blue sky.
A boy is preparing to jump into the water after his friend is clear,A boy is preparing to jump into the water after his friend is unclear
They are competitive frisbee players,They are uncompetitive frisbee players
"In this photo you see an individual repelling down a rock front, on a clear blue sky day.","In this photo you see an individual repelling down a rock front, on a unclear blue sky day."
A janitor is cleaning a museum at night in a comfortable vest.,A janitor is cleaning a museum at night in a uncomfortable vest.
"An electrician working on lights, possibly air conditioning ducts in an office building.","An electrician working on lights, impossibly air conditioning ducts in an office building."
A lady possibly stuck in traffic leaning on her car window talking to someone.,A lady impossibly stuck in traffic leaning on her car window talking to someone.
The dog is performing impressive tricks.,The dog is performing unimpressive tricks.
A man is teaching a toddler to be comfortable around water.,A man is teaching a toddler to be uncomfortable around water.
A group of friends has decided to walk to the movie theater together to see a show.,A group of friends has undecided to walk to the movie theater together to see a show.
A group of people with unhappy faces are gathered together most likely waiting for someone or listening to someone speak.,A group of people with unhappy faces are gathered together most unlikely waiting for someone or listening to someone speak.
"A sunglasses wearing white man in black and white shirt and khaki pants, stands arm waving in front of a pointy roofed possibly Asian house with a flag.","A sunglasses wearing white man in black and white shirt and khaki pants, stands arm waving in front of a pointy roofed impossibly Asian house with a flag."
"A sunglasses wearing blonde haired white man in black and white shirt and khaki pants, stands arm waving in front of a pointy roofed possibly Asian house with a flag.","A sunglasses wearing blonde haired white man in black and white shirt and khaki pants, stands arm waving in front of a pointy roofed impossibly Asian house with a flag."
A toddler sitting in a portable highchair enjoys a snack on the grass as his mother and possibly his older brother look on.,A toddler sitting in a portable highchair enjoys a snack on the grass as his mother and impossibly his older brother look on.
She needs the paper to clear herself off.,She needs the paper to unclear herself off.
A guy liked the bridge so he decided to take a pictire of it.,A guy liked the bridge so he undecided to take a pictire of it.
A competitive game involving rollerskates.,A uncompetitive game involving rollerskates.
"Three men draped in orange, possibly Hare Krishna monks, walk down a street.","Three men draped in orange, impossibly Hare Krishna monks, walk down a street."
A clown is outdoors most likely scaring children,A clown is outdoors most unlikely scaring children
"The musicians are rehearsing for the event, possibly at school or even a concert","The musicians are rehearsing for the event, impossibly at school or even a concert"
"Many people walk up and down ChinaTown, possibly during an event.","Many people walk up and down ChinaTown, impossibly during an event."
Two men in a fishing boat on a river enjoy a pleasant morning.,Two men in a fishing boat on a river enjoy a unpleasant morning.
A family is observing nine jet planes flying below the clear sky.,A family is observing nine jet planes flying below the unclear sky.
